Event	ID	Name			Wwise Object Path	Notes
	1611173	Play_Chr_Land			\Default Work Unit\Play_Chr_Land	
	253023556	Play_CHR_MC_Ft_Roll_Grass			\Default Work Unit\Play_CHR_MC_Ft_Roll_Grass	
	382164459	Play_GPE_WEA_PickUp			\Default Work Unit\Play_GPE_WEA_PickUp	
	769138725	Play_WEA_Staff_Woosh			\Default Work Unit\Play_WEA_Staff_Woosh	
	957402910	Play_CHR_MC_Ft__Run_Stone			\Default Work Unit\Play_CHR_MC_Ft__Run_Stone	
	1428396790	Stop_GPE_WEA_Pedestal_LP			\Default Work Unit\Stop_GPE_WEA_Pedestal_LP	
	1580251194	Play_CHR_MC_Ft_Land_Grass			\Default Work Unit\Play_CHR_MC_Ft_Land_Grass	
	1872190232	Play_CHR_MC_Ft_Jump_Generic			\Default Work Unit\Play_CHR_MC_Ft_Jump_Generic	
	2317446538	Play_GPE_Door_Sliding_01			\Default Work Unit\Play_GPE_Door_Sliding_01	
	2576060732	Play_GPE_WEA_Pedestal_LP			\Default Work Unit\Play_GPE_WEA_Pedestal_LP	
	2592287833	Play_WEA_Staff_Hit_Leaves			\Default Work Unit\Play_WEA_Staff_Hit_Leaves	
	2802203580	Play_WEA_Staff_Hit_Stone			\Default Work Unit\Play_WEA_Staff_Hit_Stone	
	3183391453	Play_CHR_MC_Death			\Default Work Unit\Play_CHR_MC_Death	
	3233992054	Play_CHR_MC_Damage			\Default Work Unit\Play_CHR_MC_Damage	
	3256576449	Play_Footsteps_Dirt			\Default Work Unit\Character\Play_Footsteps_Dirt	
	3837940592	Play_pressure_pad_test			\Default Work Unit\Play_pressure_pad_test	
	3854155799	Play_Footsteps			\Default Work Unit\Play_Footsteps	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	1216965916	Stone	Footsteps			
	2195636714	Dirt	Footsteps			
	2473969246	Metal	Footsteps			
	4248645337	Grass	Footsteps			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8962188	pressure pad test	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\DF\{DFF00E39-7A94-8158-7BE0-2A8948C4CC5E}.wem		\Actor-Mixer Hierarchy\Character\pressure pad test		182260
	39774506	WEA_Staff_Woosh_04	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\15\{158E3236-E66C-A5FA-BEBC-069B261181F5}.wem		\Actor-Mixer Hierarchy\Character\WEA_Staff_Woosh\WEA_Staff_Woosh_04		227032
	77418640	CHR_MC_Ft_Land_Grass_05	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\1E\{1E8D6144-9A9F-2660-53F9-8C7C854A8F8D}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Chr_Land\CHR_MC_Ft_Land_Grass\CHR_MC_Ft_Land_Grass_05		48374
	95749489	CHR_MC_Damage_09	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\02\{02D06BED-6AFB-6DE4-E1E5-52D590B47709}.wem		\Actor-Mixer Hierarchy\Character\CHR_MC_Damage\CHR_MC_Damage_09		75692
	102224081	WEA_Staff_Hit_Leaves_03	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\2F\{2F46A717-981D-21FC-CBBC-1A05CCA52D79}.wem		\Actor-Mixer Hierarchy\Character\WEA_Staff_Hit_Leaves\WEA_Staff_Hit_Leaves_03		249368
	121145256	CHR_MC_Ft_Run_Puddle_04	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\09\{09DED8E9-E151-7287-4719-AEAEC0BD2E74}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_Run_Dirt\CHR_MC_Ft_Run_Puddle_04		87456
	132986746	CHR_MC_Ft_Run_Grass_10	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\C3\{C3AA5F18-C004-69BE-94BA-CB32E7D11565}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_Run_Grass\CHR_MC_Ft_Run_Grass_10		45366
	136309383	CHR_MC_Ft_Jump_Generic_06	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\BD\{BDF0746E-D3B2-B010-95C5-3F8C43C4E882}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_Jump_Generic\CHR_MC_Ft_Jump_Generic_06		35770
	149904216	CHR_MC_Ft_Jump_Generic_05	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\AD\{AD2E9D61-B6E8-F837-C171-BF81FEC2473D}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_Jump_Generic\CHR_MC_Ft_Jump_Generic_05		43028
	163601348	CHR_MC_Ft_Jump_Generic_08	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\ED\{ED28A7AB-1F9E-A9D7-5F74-01B81F19620C}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_Jump_Generic\CHR_MC_Ft_Jump_Generic_08		37542
	209250457	CHR_MC_Damage_05	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\70\{708277A0-9F8E-0B33-F908-4742AE920BE1}.wem		\Actor-Mixer Hierarchy\Character\CHR_MC_Damage\CHR_MC_Damage_05		79860
	233674480	WEA_Staff_Hit_Leaves_02	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\06\{06B26E31-CACD-7F81-80ED-6AC475EA0D52}.wem		\Actor-Mixer Hierarchy\Character\WEA_Staff_Hit_Leaves\WEA_Staff_Hit_Leaves_02		258124
	243860781	CHR_MC_Damage_10	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\89\{89CABD2C-29FE-AAC6-FBAD-9EACE42AA311}.wem		\Actor-Mixer Hierarchy\Character\CHR_MC_Damage\CHR_MC_Damage_10		85328
	249143747	CHR_MC_Ft_ Run_Stone_08	Y:\Documents\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit\RitaVeigaSD-Ubisoft-Develop---3D-Game-Kit_WwiseProject\.cache\62\{6251438E-C22C-D705-8817-A957CC625CAB}.wem		\Actor-Mixer Hierarchy\Character\Footsteps\Footsteps\CHR_MC_Ft_ Run_Stone\CHR_MC_Ft_ Run_Stone_08		42056
